2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2021-06-08T07:28:00Z;98.27;98.27;98.27;98.27;3000;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2021-06-08T07:39:00Z;98.27;98.27;98.27;98.27;4700;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2021-06-08T09:11:00Z;98.4;98.4;98.4;98.4;1;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2021-06-08T09:19:00Z;98.4;98.4;98.4;98.4;1;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2021-06-08T10:12:00Z;98.4;98.4;98.4;98.4;1;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2021-06-08T10:33:00Z;98.25;98.25;98.25;98.25;1;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2021-06-08T10:43:00Z;98.4;98.4;98.4;98.4;5;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2021-06-08T11:35:00Z;98.25;98.25;98.25;98.25;1;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2021-06-08T13:06:00Z;98.4;98.4;98.4;98.4;1;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2021-06-08T14:34:00Z;98.3;98.3;98.3;98.3;3;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2021-06-08T15:48:00Z;98.4;98.4;98.4;98.4;8;
