2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T04:10:00Z;97.149;97.149;97.149;97.149;1;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T05:02:00Z;97.15;97.15;97.15;97.15;2;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T06:29:00Z;97.149;97.149;97.149;97.149;1;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T07:06:00Z;97.149;97.149;97.149;97.149;40;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T07:20:00Z;97.149;97.149;97.149;97.149;1;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T07:35:00Z;97.147;97.147;97.147;97.147;1;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T07:39:00Z;97.148;97.148;97.148;97.148;2;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T07:53:00Z;97.148;97.149;97.149;97.148;8;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T08:01:00Z;97.149;97.149;97.149;97.149;42;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T08:05:00Z;97.149;97.149;97.149;97.149;1;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T09:13:00Z;97.105;97.105;97.105;97.105;1;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T09:27:00Z;97.105;97.149;97.149;97.105;120;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T09:58:00Z;97.149;97.149;97.149;97.149;2;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T10:15:00Z;97.148;97.148;97.148;97.148;1;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T10:31:00Z;97.149;97.149;97.149;97.149;1;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T10:53:00Z;97.149;97.149;97.149;97.149;1;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T11:02:00Z;97.148;97.148;97.148;97.148;5;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T11:20:00Z;97.149;97.149;97.149;97.149;1;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T11:41:00Z;97.149;97.149;97.149;97.149;1;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T12:23:00Z;97.148;97.148;97.148;97.148;9;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T12:43:00Z;97.147;97.147;97.147;97.147;2;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T12:44:00Z;97.143;97.143;97.143;97.143;10;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T12:49:00Z;97.149;97.149;97.149;97.149;1;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T12:50:00Z;97.116;97.084;97.116;97.084;4;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T12:51:00Z;97.083;97.083;97.146;97.083;11;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T12:53:00Z;97.082;97.15;97.15;97.082;1590;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T12:54:00Z;97.15;97.15;97.15;97.15;15;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T12:55:00Z;97.15;97.15;97.15;97.15;384;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T12:57:00Z;97.15;97.15;97.15;97.15;620;
2a0dcd79-e6ea-4b53-9788-a35c8592f9c7;2026-02-04T13:09:00Z;97.149;97.149;97.149;97.149;6;
